#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.0563	129	0	129	0	F	2803844	            Usitatibacteraceae
0.0563	129	0	129	0	G	2803845	              Usitatibacter
0.0563	129	129	129	129	S	2732067	                Usitatibacter rugosus
0.0262	60	0	60	0	F	206379	            Nitrosomonadaceae
0.0253	58	3	58	3	G	914	              Nitrosomonas
0.0153	35	0	35	0	S	916	                Nitrosomonas eutropha
0.0153	35	35	35	35	S1	335283	                  Nitrosomonas eutropha C91
0.0048	11	0	11	0	G1	2609265	                unclassified Nitrosomonas
0.0039	9	9	9	9	S	2741553	                  Nitrosomonas sp. H1_AOB3
0.0004	1	1	1	1	S	3070658	                  Nitrosomonas sp. sh817
0.0004	1	1	1	1	S	42353	                  Nitrosomonas sp.
0.0035	8	0	8	0	S	915	                Nitrosomonas europaea
0.0035	8	8	8	8	S1	228410	                  Nitrosomonas europaea ATCC 19718
0.0004	1	1	1	1	S	44577	                Nitrosomonas ureae
0.0009	2	0	2	0	G	35798	              Nitrosospira
0.0004	1	1	1	1	S	1288494	                Nitrosospira lacus
0.0004	1	0	1	0	S	1231	                Nitrosospira multiformis
0.0004	1	1	1	1	S1	323848	                  Nitrosospira multiformis ATCC 25196
0.0114	26	0	26	0	F	2008790	            Thiobacillaceae
0.0114	26	0	26	0	G	1938335	              Sulfuritortus
0.0114	26	26	26	26	S	1914471	                Sulfuritortus calidifontis
0.0694	159	0	159	0	C1	119066	          Betaproteobacteria incertae sedis
0.0694	159	0	159	0	F	2705999	            Casimicrobiaceae
0.0694	159	0	159	0	G	2706000	              Casimicrobium
0.0694	159	159	159	159	S	2591109	                Casimicrobium huifangae
18.0807	41396	10	41396	10	C	28211	        Alphaproteobacteria
9.6820	22167	27	22167	27	O	356	          Hyphomicrobiales
1.5754	3607	0	3607	0	F	2843308	            Pleomorphomonadaceae
1.5754	3607	0	3607	0	G	1572860	              Hartmannibacter
1.5754	3607	3607	3607	3607	S	1482074	                Hartmannibacter diazotrophicus
1.5527	3555	0	3555	0	F	69277	            Phyllobacteriaceae
0.8334	1908	0	1908	0	G	31988	              Aminobacter
0.8312	1903	1903	1903	1903	S	83265	                Aminobacter niigataensis
0.0022	5	0	5	0	G1	2644704	                unclassified Aminobacter
0.0009	2	2	2	2	S	2666139	                  Aminobacter sp. MDW-2
0.0004	1	1	1	1	S	2979870	                  Aminobacter sp. NyZ550
0.0004	1	1	1	1	S	2774562	                  Aminobacter sp. SR38
0.0004	1	1	1	1	S	1870862	                  Aminobacter sp. SS-2016
0.6787	1554	68	1554	68	G	68287	              Mesorhizobium
0.5914	1354	8	1354	8	S	593909	                Mesorhizobium opportunistum
0.5879	1346	1346	1346	1346	S1	536019	                  Mesorhizobium opportunistum WSM2075
0.0476	109	6	109	6	G1	325217	                unclassified Mesorhizobium
0.0231	53	53	53	53	S	2493673	                  Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1
0.0048	11	11	11	11	S	2744520	                  Mesorhizobium sp. 131-3-5
0.0044	10	10	10	10	S	2493669	                  Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1
0.0035	8	8	8	8	S	278153	                  Mesorhizobium sp. WSM1497
0.0031	7	7	7	7	S	2493672	                  Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1
0.0009	2	2	2	2	S	2493676	                  Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1
0.0009	2	2	2	2	S	2493680	                  Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1
0.0009	2	2	2	2	S	2744516	                  Mesorhizobium sp. 113-3-3
0.0004	1	1	1	1	S	2956834	                  Mesorhizobium sp. C416B
0.0004	1	1	1	1	S	2493675	                  Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1
0.0004	1	1	1	1	S	2880934	                  Mesorhizobium sp. PAMC28654
0.0004	1	1	1	1	S	2589888	                  Mesorhizobium sp. B4-1-4
0.0004	1	1	1	1	S	2589967	                  Mesorhizobium sp. B2-1-8
0.0004	1	1	1	1	S	2744515	                  Mesorhizobium sp. 113-1-2
0.0004	1	1	1	1	S	2744517	                  Mesorhizobium sp. 113-3-9
0.0004	1	1	1	1	S	2956824	                  Mesorhizobium sp. C120A
0.0070	16	16	16	16	S	2775404	                Mesorhizobium onobrychidis
0.0009	2	2	2	2	S	1777867	                Mesorhizobium jarvisii
0.0009	2	1	2	1	S	39645	                Mesorhizobium ciceri
0.0004	1	1	1	1	S1	278148	                  Mesorhizobium ciceri biovar biserrulae
0.0004	1	1	1	1	S	2066070	                Mesorhizobium japonicum
0.0004	1	0	1	0	S	71433	                Mesorhizobium amorphae
0.0004	1	1	1	1	S1	1082933	                  Mesorhizobium amorphae CCNWGS0123
0.0004	1	1	1	1	S	381	                Mesorhizobium loti
0.0402	92	0	92	0	G	2911176	              Aquibium
0.0389	89	89	89	89	S	675281	                Aquibium microcysteis
0.0013	3	3	3	3	S	1670800	                Aquibium oceanicum
0.0004	1	0	1	0	G	449972	              Chelativorans
0.0004	1	0	1	0	G1	2643807	                unclassified Chelativorans
0.0004	1	1	1	1	S	3028735	                  Chelativorans sp. AA-79
1.1823	2707	0	2707	0	F	41294	            Nitrobacteraceae
0.9963	2281	0	2281	0	G	911	              Nitrobacter
0.9963	2281	0	2281	0	S	913	                Nitrobacter winogradskyi
0.9963	2281	2281	2281	2281	S1	323098	                  Nitrobacter winogradskyi Nb-255
0.1856	425	22	425	22	G	374	              Bradyrhizobium
0.0511	117	117	117	117	S	1404411	                Bradyrhizobium septentrionale
0.0393	90	90	90	90	S	1355477	                Bradyrhizobium diazoefficiens
0.0249	57	57	57	57	S	1419277	                Bradyrhizobium brasilense
0.0236	54	54	54	54	S	190148	                Bradyrhizobium paxllaeri
0.0210	48	2	48	2	G1	2631580	                unclassified Bradyrhizobium
0.0122	28	28	28	28	S	2493093	                  Bradyrhizobium sp. LCT2
0.0057	13	13	13	13	S	3139728	                  Bradyrhizobium sp. 27S5
0.0004	1	1	1	1	S	1325120	                  Bradyrhizobium sp. CCBAU 53421
0.0004	1	1	1	1	S	2782660	                  Bradyrhizobium sp. 192
0.0004	1	1	1	1	S	3139729	                  Bradyrhizobium sp. 26S5
0.0004	1	1	1	1	S	2782641	                  Bradyrhizobium sp. 170
0.0004	1	1	1	1	S	2949629	                  Bradyrhizobium sp. CCGUVB1N3
0.0140	32	1	32	1	S	2992140	                Bradyrhizobium barranii
0.0135	31	31	31	31	S1	2819348	                  Bradyrhizobium barranii subsp. apii
0.0017	4	4	4	4	S	931866	                Bradyrhizobium ottawaense
0.0004	1	1	1	1	S	2840469	                Bradyrhizobium sediminis
0.0004	1	0	1	0	G	1395974	              Tardiphaga
0.0004	1	1	1	1	G1	2631404	                unclassified Tardiphaga
1.1059	2532	0	2532	0	F	82115	            Rhizobiaceae
0.5927	1357	63	1357	63	G	323620	              Shinella
0.4154	951	951	951	951	S	352475	                Shinella zoogloeoides
0.0773	177	177	177	177	S	2871820	                Shinella oryzae
0.0725	166	166	166	166	S	1967501	                Shinella sumterensis
0.5088	1165	0	1165	0	F1	227290	              Rhizobium/Agrobacterium group
0.4481	1026	1	1026	1	G	379	                Rhizobium
0.4280	980	980	980	980	S	240521	                  Rhizobium daejeonense
0.0170	39	39	39	39	S	451876	                  Rhizobium rhizoryzae
0.0009	2	0	2	0	G1	2613769	                  unclassified Rhizobium
0.0004	1	1	1	1	S	3039157	                    Rhizobium sp. CB3171
0.0004	1	1	1	1	S	2806346	                    Rhizobium sp. SL42
0.0009	2	0	2	0	S	398	                  Rhizobium tropici
0.0009	2	2	2	2	S1	698761	                    Rhizobium tropici CIAT 899
0.0004	1	1	1	1	S	2267833	                  Rhizobium oryzihabitans
0.0004	1	1	1	1	S	359	                  Rhizobium rhizogenes
0.0598	137	0	137	0	G	357	                Agrobacterium
0.0323	74	74	74	74	S	1183413	                  Agrobacterium salinitolerans
0.0210	48	0	48	0	G1	1183400	                  Agrobacterium tumefaciens complex
0.0210	48	48	48	48	S	358	                    Agrobacterium tumefaciens
0.0048	11	11	11	11	S	648995	                  Agrobacterium pusense
0.0017	4	4	4	4	S	160699	                  Agrobacterium larrymoorei
0.0009	2	0	2	0	G	1525371	                Neorhizobium
0.0004	1	1	1	1	S	515361	                  Neorhizobium petrolearium
0.0004	1	1	1	1	S	399	                  Neorhizobium galegae
0.0022	5	0	5	0	G	274591	              Hoeflea
0.0022	5	0	5	0	G1	2614931	                unclassified Hoeflea
0.0022	5	5	5	5	S	1620421	                  Hoeflea sp. IMCC20628
0.0017	4	0	4	0	F1	227292	              Sinorhizobium/Ensifer group
0.0017	4	1	4	1	G	28105	                Sinorhizobium
0.0004	1	0	1	0	S	716925	                  Sinorhizobium sojae
0.0004	1	1	1	1	S1	716928	                    Sinorhizobium sojae CCBAU 05684
0.0004	1	0	1	0	S	194963	                  Sinorhizobium americanum
0.0004	1	1	1	1	S1	1408224	                    Sinorhizobium americanum CCGM7
0.0004	1	0	1	0	S	382	                  Sinorhizobium meliloti
0.0004	1	1	1	1	S1	1235461	                    Sinorhizobium meliloti GR4
0.0004	1	0	1	0	G	1648508	              Ciceribacter
0.0004	1	1	1	1	S	1969821	                Ciceribacter thiooxidans
1.1011	2521	0	2521	0	F	119045	            Methylobacteriaceae
0.7770	1779	0	1779	0	G	186650	              Microvirga
0.7770	1779	1779	1779	1779	S	1882682	                Microvirga ossetica
0.3228	739	0	739	0	G	407	              Methylobacterium
0.2699	618	612	618	612	S	334852	                Methylobacterium oryzae
0.0026	6	6	6	6	S1	693986	                  Methylobacterium oryzae CBMB20
0.0288	66	0	66	0	S	114616	                Methylobacterium nodulans
0.0288	66	66	66	66	S1	460265	                  Methylobacterium nodulans ORS 2060
0.0205	47	47	47	47	S	2202825	                Methylobacterium durans
0.0017	4	4	4	4	S	2051553	                Methylobacterium currus
0.0017	4	0	4	0	G1	2615210	                unclassified Methylobacterium
0.0009	2	2	2	2	S	2894310	                  Methylobacterium sp. NMS14P
0.0004	1	1	1	1	S	2202826	                  Methylobacterium sp. 17Sr1-1
0.0004	1	1	1	1	S	925818	                  Methylobacterium sp. AMS5
0.0013	3	1	3	1	G	2282523	              Methylorubrum
0.0004	1	0	1	0	S	223967	                Methylorubrum populi
0.0004	1	1	1	1	S1	441620	                  Methylorubrum populi BJ001
0.0004	1	1	1	1	S	408	                Methylorubrum extorquens
0.7294	1670	0	1670	0	F	335928	            Xanthobacteraceae
0.3774	864	0	864	0	G	99	              Ancylobacter
0.3119	714	714	714	714	S	1745854	                Ancylobacter pratisalsi
0.0655	150	150	150	150	S	223390	                Ancylobacter polymorphus
0.2612	598	0	598	0	G	556257	              Pseudolabrys
0.2612	598	598	598	598	S	331696	                Pseudolabrys taiwanensis
0.0764	175	1	175	1	G	279	              Xanthobacter
0.0703	161	161	161	161	S	2528964	                Xanthobacter dioxanivorans
0.0057	13	0	13	0	G1	2623496	                unclassified Xanthobacter
0.0057	13	13	13	13	S	2419844	                  Xanthobacter sp. YC-JY1
0.0144	33	0	33	0	G	6	              Azorhizobium
0.0144	33	0	33	0	S	7	                Azorhizobium caulinodans
0.0144	33	33	33	33	S1	438753	                  Azorhizobium caulinodans ORS 571
0.7224	1654	0	1654	0	F	255475	            Aurantimonadaceae
0.3983	912	0	912	0	G	414371	              Aureimonas
0.3983	912	912	912	912	S	1701758	                Aureimonas populi
0.3241	742	0	742	0	G	293088	              Martelella
0.3228	739	0	739	0	S	293089	                Martelella mediterranea
0.3228	739	739	739	739	S1	1122214	                  Martelella mediterranea DSM 17316
0.0013	3	3	3	3	S	1486262	                Martelella endophytica
0.4062	930	0	930	0	F	45404	            Beijerinckiaceae
0.3665	839	0	839	0	G	1156568	              Methylovirgula
0.3665	839	839	839	839	S	569860	                Methylovirgula ligni
0.0397	91	0	91	0	G	120652	              Methylocella
0.0393	90	0	90	0	S	199596	                Methylocella silvestris
0.0393	90	90	90	90	S1	395965	                  Methylocella silvestris BL2
0.0004	1	1	1	1	S	227605	                Methylocella tundrae
0.3258	746	0	746	0	F	2831106	            Devosiaceae
0.2791	639	0	639	0	G	46913	              Devosia
0.2791	639	639	639	639	S	400770	                Devosia ginsengisoli
0.0467	107	0	107	0	G	1082930	              Pelagibacterium
0.0467	107	0	107	0	G1	2623280	                unclassified Pelagibacterium
0.0467	107	107	107	107	S	2967130	                  Pelagibacterium sp. 26DY04
0.3202	733	0	733	0	F	118882	            Brucellaceae
0.3197	732	0	732	0	G	354349	              Pseudochrobactrum
0.3197	732	732	732	732	S	2834768	                Pseudochrobactrum algeriensis
0.0004	1	0	1	0	F1	2826938	              Brucella/Ochrobactrum group
0.0004	1	0	1	0	G	234	                Brucella
0.0004	1	1	1	1	S	529	                  Brucella anthropi
0.3127	716	0	716	0	F	2831090	            Blastochloridaceae
0.3127	716	0	716	0	G	59282	              Blastochloris
0.3127	716	716	716	716	S	1079	                Blastochloris viridis
0.2118	485	0	485	0	F	3149309	            Methylopilaceae
0.2118	485	0	485	0	G	2041902	              Chenggangzhangella
0.2118	485	485	485	485	S	1437009	                Chenggangzhangella methanolivorans
0.0620	142	0	142	0	F	2821832	            Stappiaceae
0.0616	141	0	141	0	G	227873	              Pannonibacter
0.0616	141	141	141	141	S	121719	                Pannonibacter phragmitetus
0.0004	1	0	1	0	G	1406135	              Breoghania
0.0004	1	0	1	0	G1	2624130	                unclassified Breoghania
0.0004	1	1	1	1	S	2065378	                  Breoghania sp.
0.0319	73	0	73	0	F	2843305	            Phreatobacteraceae
0.0319	73	0	73	0	G	1632780	              Phreatobacter
0.0188	43	43	43	43	S	1940610	                Phreatobacter stygius
0.0131	30	30	30	30	S	1868589	                Phreatobacter cathodiphilus
0.0131	30	0	30	0	F	31993	            Methylocystaceae
0.0131	30	0	30	0	G	133	              Methylocystis
0.0127	29	29	29	29	S	391905	                Methylocystis heyeri
0.0004	1	1	1	1	S	173366	                Methylocystis rosea
0.0122	28	0	28	0	F	2813035	            Parvibaculaceae
0.0079	18	0	18	0	G	2838250	              Kaustia
0.0079	18	18	18	18	S	2593653	                Kaustia mangrovi
0.0044	10	0	10	0	G	256616	              Parvibaculum
0.0044	10	0	10	0	S	256618	                Parvibaculum lavamentivorans
0.0044	10	10	10	10	S1	402881	                  Parvibaculum lavamentivorans DS-1
0.0017	4	0	4	0	F	2829814	            Ahrensiaceae
0.0017	4	0	4	0	G	1915401	              Roseitalea
0.0017	4	4	4	4	S	1852022	                Roseitalea porphyridii
0.0013	3	0	3	0	O1	119042	            Hyphomicrobiales incertae sedis
0.0013	3	0	3	0	G	2874214	              Terrihabitans
0.0013	3	3	3	3	S	708113	                Terrihabitans soli
0.0009	2	0	2	0	F	45401	            Hyphomicrobiaceae
0.0009	2	0	2	0	G	81	              Hyphomicrobium
0.0009	2	0	2	0	S	1427356	                Hyphomicrobium nitrativorans
0.0009	2	2	2	2	S1	1029756	                  Hyphomicrobium nitrativorans NL23
0.0004	1	0	1	0	F	772	            Bartonellaceae
0.0004	1	0	1	0	G	773	              Bartonella
0.0004	1	1	1	1	S	38323	                Bartonella henselae
0.0004	1	0	1	0	F	2831100	            Boseaceae
0.0004	1	0	1	0	G	85413	              Bosea
0.0004	1	1	1	1	S	1526658	                Bosea vaviloviae
4.5582	10436	6	10436	6	O	204455	          Rhodobacterales
4.2734	9784	0	9784	0	F	31989	            Paracoccaceae
2.0183	4621	0	4621	0	G	1679449	              Pseudooceanicola
1.6929	3876	3876	3876	3876	S	1537215	                Pseudooceanicola algae
0.3254	745	745	745	745	S	517719	                Pseudooceanicola nitratireducens
1.0849	2484	6	2484	6	G	265	              Paracoccus
0.7360	1685	1685	1685	1685	S	34002	                Paracoccus alcaliphilus
0.1149	263	263	263	263	S	1499308	                Paracoccus mutanolyticus
0.0996	228	228	228	228	S	1945662	                Paracoccus contaminans
0.0882	202	202	202	202	S	2259340	                Paracoccus suum
0.0201	46	46	46	46	S	2560053	                Paracoccus liaowanqingii
0.0096	22	22	22	22	S	2065379	                Paracoccus jeotgali
0.0048	11	0	11	0	G1	2688777	                unclassified Paracoccus (in: a-proteobacteria)
0.0039	9	9	9	9	S	2895796	                  Paracoccus sp. MA
0.0004	1	1	1	1	S	2760307	                  Paracoccus sp. MC1862
0.0004	1	1	1	1	S	2500532	                  Paracoccus sp. Arc7-R13
0.0035	8	8	8	8	S	34004	                Paracoccus aminovorans
0.0022	5	5	5	5	S	147645	                Paracoccus yeei
0.0013	3	3	3	3	S	266	                Paracoccus denitrificans
0.0013	3	3	3	3	S	659350	                Paracoccus stylophorae
0.0009	2	2	2	2	S	453842	                Paracoccus aestuarii
0.3341	765	0	765	0	G	2946607	              Neotabrizicola
0.3341	765	765	765	765	S	2807096	                Neotabrizicola shimadae
0.3079	705	0	705	0	G	1775705	              Frigidibacter
0.3079	705	705	705	705	S	1335048	                Frigidibacter mobilis
0.1634	374	0	374	0	G	119541	              Rhodobaca
0.1634	374	374	374	374	S	441209	                Rhodobaca barguzinensis
0.1136	260	0	260	0	G	2211641	              Yoonia
0.1136	260	260	260	260	S	245188	                Yoonia vestfoldensis
