#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.0013	3	0	3	0	G	2862144	                Ruoffia
0.0013	3	3	3	3	S	87458	                  Ruoffia tabacinasalis
0.7207	1650	0	1650	0	O	1385	            Bacillales
0.4577	1048	0	1048	0	F	186820	              Listeriaceae
0.4577	1048	0	1048	0	G	2755	                Brochothrix
0.4577	1048	694	1048	694	S	2756	                  Brochothrix thermosphacta
0.1546	354	354	354	354	S1	1121126	                    Brochothrix thermosphacta DSM 20171 = FSL F6-1036
0.2367	542	1	542	1	F	186817	              Bacillaceae
0.2210	506	4	506	4	G	2837504	                Heyndrickxia
0.2193	502	485	502	485	S	1398	                  Heyndrickxia coagulans
0.0039	9	9	9	9	S1	345219	                    Heyndrickxia coagulans 36D1
0.0035	8	8	8	8	S1	941639	                    Heyndrickxia coagulans 2-6
0.0044	10	6	10	6	G	1386	                Bacillus
0.0017	4	2	4	2	G1	86661	                  Bacillus cereus group
0.0009	2	2	2	2	S	1405	                    Bacillus mycoides
0.0031	7	0	7	0	G	182709	                Oceanobacillus
0.0031	7	7	7	7	S	1462527	                  Oceanobacillus jeddahense
0.0022	5	0	5	0	G	2005375	                Alkalicoccus
0.0022	5	5	5	5	S	1667239	                  Alkalicoccus halolimnae
0.0022	5	0	5	0	G	482460	                Sediminibacillus
0.0022	5	5	5	5	S	2729421	                  Sediminibacillus dalangtanensis
0.0013	3	0	3	0	G	400634	                Lysinibacillus
0.0013	3	0	3	0	G1	2636778	                  unclassified Lysinibacillus
0.0009	2	2	2	2	S	2792479	                    Lysinibacillus sp. JNUCC-51
0.0004	1	1	1	1	S	2921497	                    Lysinibacillus sp. FSL K6-3209
0.0004	1	0	1	0	G	1494427	                Tepidibacillus
0.0004	1	0	1	0	G1	2619009	                  unclassified Tepidibacillus
0.0004	1	1	1	1	S	3131995	                    Tepidibacillus sp. LSZ-M11000
0.0004	1	0	1	0	G	2893057	                Shouchella
0.0004	1	1	1	1	S	2598861	                  Shouchella miscanthi
0.0004	1	1	1	1	G	84406	                Virgibacillus
0.0004	1	0	1	0	G	3033930	                Fervidibacillus
0.0004	1	1	1	1	S	2980027	                  Fervidibacillus halotolerans
0.0004	1	1	1	1	G	150247	                Anoxybacillus
0.0188	43	0	43	0	F	186822	              Paenibacillaceae
0.0188	43	7	43	7	G	44249	                Paenibacillus
0.0153	35	1	35	1	G1	185978	                  unclassified Paenibacillus
0.0092	21	21	21	21	S	324057	                    Paenibacillus sp. JDR-2
0.0031	7	7	7	7	S	3073092	                    Paenibacillus sp. D2_2
0.0013	3	3	3	3	S	715179	                    Paenibacillus sp. sptzw28
0.0004	1	1	1	1	S	3049075	                    Paenibacillus sp. PK1-4R
0.0004	1	1	1	1	S	2996034	                    Paenibacillus sp. SYP-B4298
0.0004	1	1	1	1	S	2921399	                    Paenibacillus sp. FSL H8-0537
0.0004	1	1	1	1	S	2909671	                  Paenibacillus spongiae
0.0052	12	0	12	0	F	90964	              Staphylococcaceae
0.0044	10	0	10	0	G	1279	                Staphylococcus
0.0017	4	4	4	4	S	1280	                  Staphylococcus aureus
0.0013	3	0	3	0	G1	91994	                  unclassified Staphylococcus
0.0013	3	3	3	3	S	2989770	                    Staphylococcus sp. IVB6238
0.0004	1	1	1	1	S	522262	                  Staphylococcus rostri
0.0004	1	0	1	0	G1	2815305	                  Staphylococcus intermedius group
0.0004	1	1	1	1	S	283734	                    Staphylococcus pseudintermedius
0.0004	1	1	1	1	S	61015	                  Staphylococcus succinus
0.0004	1	0	1	0	G	227979	                Jeotgalicoccus
0.0004	1	0	1	0	G1	2630462	                  unclassified Jeotgalicoccus
0.0004	1	1	1	1	S	2708346	                    Jeotgalicoccus sp. WY2
0.0004	1	1	1	1	G	69965	                Macrococcus
0.0022	5	0	5	0	F	186821	              Sporolactobacillaceae
0.0022	5	0	5	0	G	475230	                Pullulanibacillus
0.0022	5	0	5	0	G1	2640606	                  unclassified Pullulanibacillus
0.0022	5	5	5	5	S	3028315	                    Pullulanibacillus sp. KACC 23026
4.4490	10186	6	10186	6	C	186801	          Clostridia
2.4739	5664	0	5664	0	O	186802	            Eubacteriales
1.1505	2634	0	2634	0	F	3082771	              Acutalibacteraceae
1.1505	2634	0	2634	0	G	2576755	                Caproicibacter
1.1505	2634	2634	2634	2634	S	2576756	                  Caproicibacter fermentans
1.1195	2563	82	2563	82	F	216572	              Oscillospiraceae
0.2564	587	5	587	5	G	2892396	                Vescimonas
0.1848	423	423	423	423	S	2714353	                  Vescimonas fastidiosa
0.0694	159	159	159	159	S	2714355	                  Vescimonas coprocola
0.2529	579	0	579	0	G	2892397	                Pusillibacter
0.2529	579	579	579	579	S	2714358	                  Pusillibacter faecalis
0.2359	540	1	540	1	G	459786	                Oscillibacter
0.2123	486	486	486	486	S	2763056	                  Oscillibacter hominis
0.0231	53	0	53	0	G1	2629304	                  unclassified Oscillibacter
0.0231	53	53	53	53	S	2109687	                    Oscillibacter sp. PEA192
0.1612	369	0	369	0	G	1263	                Ruminococcus
0.1481	339	339	339	339	S	1160721	                  Ruminococcus bicirculans (ex Wegman et al. 2014)
0.0127	29	0	29	0	S	1264	                  Ruminococcus albus
0.0127	29	29	29	29	S1	697329	                    Ruminococcus albus 7 = DSM 20455
0.0004	1	0	1	0	G1	2608920	                  unclassified Ruminococcus
0.0004	1	1	1	1	S	657323	                    Ruminococcus sp. SR1/5
0.0799	183	16	183	16	G	216851	                Faecalibacterium
0.0590	135	76	135	76	S	853	                  Faecalibacterium prausnitzii
0.0131	30	30	30	30	S1	657322	                    Faecalibacterium prausnitzii SL3/3
0.0127	29	29	29	29	S1	718252	                    Faecalibacterium prausnitzii L2-6
0.0140	32	1	32	1	G1	2646395	                  unclassified Faecalibacterium
0.0039	9	9	9	9	S	2929495	                    Faecalibacterium sp. I4-3-84
0.0031	7	7	7	7	S	2929492	                    Faecalibacterium sp. I3-3-33
0.0026	6	6	6	6	S	2929494	                    Faecalibacterium sp. I4-1-79
0.0022	5	5	5	5	S	2929488	                    Faecalibacterium sp. IP-1-18
0.0013	3	3	3	3	S	2929493	                    Faecalibacterium sp. I3-3-89
0.0004	1	1	1	1	S	2929491	                    Faecalibacterium sp. HTF-F
0.0559	128	0	128	0	G	2172004	                Lawsonibacter
0.0559	128	128	128	128	S	2108523	                  Lawsonibacter asaccharolyticus
0.0183	42	0	42	0	G	2842531	                Solibaculum
0.0183	42	42	42	42	S	2780922	                  Solibaculum mannosilyticum
0.0183	42	0	42	0	G	946234	                Flavonifractor
0.0183	42	42	42	42	S	292800	                  Flavonifractor plautii
0.0026	6	0	6	0	G	2591381	                Dysosmobacter
0.0026	6	6	6	6	S	2093857	                  Dysosmobacter welbionis
0.0013	3	1	3	1	G	292632	                Subdoligranulum
0.0009	2	2	2	2	S	214851	                  Subdoligranulum variabile
0.0004	1	0	1	0	G	1905344	                Ruthenibacterium
0.0004	1	1	1	1	S	1550024	                  Ruthenibacterium lactatiformans
0.0004	1	0	1	0	G	253238	                Ethanoligenens
0.0004	1	1	1	1	S	253239	                  Ethanoligenens harbinense
0.1350	309	0	309	0	F	31979	              Clostridiaceae
0.1328	304	0	304	0	G	1485	                Clostridium
0.0694	159	159	159	159	S	1534	                  Clostridium kluyveri
0.0542	124	124	124	124	S	2320868	                  Clostridium manihotivorum
0.0079	18	17	18	17	S	1520	                  Clostridium beijerinckii
0.0004	1	1	1	1	S1	1428454	                    Clostridium beijerinckii NRRL B-598
0.0004	1	1	1	1	S	84032	                  Clostridium thermosuccinogenes
0.0004	1	1	1	1	S	29341	                  Clostridium argentinense
0.0004	1	0	1	0	G1	2614128	                  unclassified Clostridium
0.0004	1	1	1	1	S	3070681	                    Clostridium sp. OS1-26
0.0022	5	0	5	0	G	1649459	                Hungatella
0.0022	5	5	5	5	S	154046	                  Hungatella hathewayi
0.0611	140	0	140	0	O1	538999	              Eubacteriales incertae sedis
0.0502	115	0	115	0	G	1392389	                Intestinimonas
0.0502	115	115	115	115	S	1297617	                  Intestinimonas butyriciproducens
0.0074	17	0	17	0	F	539000	                Clostridiales Family XVII. Incertae Sedis
0.0074	17	0	17	0	G	73918	                  Thermaerobacter
0.0074	17	0	17	0	S	73919	                    Thermaerobacter marianensis
0.0074	17	17	17	17	S1	644966	                      Thermaerobacter marianensis DSM 12885
0.0035	8	0	8	0	G	1918454	                Flintibacter
0.0035	8	0	8	0	G1	2610894	                  unclassified Flintibacter
0.0035	8	8	8	8	S	2610895	                    Flintibacter sp. KGMB00164
0.0039	9	0	9	0	F	186806	              Eubacteriaceae
0.0035	8	0	8	0	G	33951	                Acetobacterium
0.0035	8	8	8	8	S	52694	                  Acetobacterium wieringae
0.0004	1	0	1	0	G	1730	                Eubacterium
0.0004	1	1	1	1	S	2041044	                  Eubacterium maltosivorans
0.0022	5	0	5	0	F	2937909	              Desulfitobacteriaceae
0.0022	5	0	5	0	G	56112	                Dehalobacter
0.0022	5	1	5	1	S	55583	                  Dehalobacter restrictus
0.0017	4	4	4	4	S1	871738	                    Dehalobacter restrictus DSM 9455
0.0017	4	0	4	0	F	186807	              Peptococcaceae
0.0017	4	0	4	0	G	51514	                Dehalobacterium
0.0017	4	4	4	4	S	51515	                  Dehalobacterium formicoaceticum
1.8423	4218	0	4218	0	O	3085636	            Lachnospirales
1.8419	4217	8	4217	8	F	186803	              Lachnospiraceae
0.8342	1910	0	1910	0	G	830	                Butyrivibrio
0.8342	1910	1910	1910	1910	S	45851	                  Butyrivibrio crossotus
0.7617	1744	10	1744	10	G	572511	                Blautia
0.6145	1407	1407	1407	1407	S	1912897	                  Blautia argi
0.0699	160	0	160	0	S	418240	                  Blautia wexlerae
0.0699	160	160	160	160	S1	1121115	                    Blautia wexlerae DSM 19850
0.0629	144	144	144	144	S	2779518	                  Blautia liquoris
0.0096	22	22	22	22	S	89014	                  Blautia luti
0.0004	1	0	1	0	S	40520	                  Blautia obeum
0.0004	1	1	1	1	S1	657314	                    Blautia obeum A2-162
0.1258	288	0	288	0	G	2944193	                Simiaoa
0.1258	288	288	288	288	S	2763672	                  Simiaoa sunii
0.0446	102	0	102	0	G	1506553	                Lachnoclostridium
0.0446	102	102	102	102	S	1871021	                  Lachnoclostridium phocaeense
0.0288	66	0	66	0	G	1843210	                Anaerocolumna
0.0288	66	66	66	66	S	433286	                  Anaerocolumna cellulosilytica
0.0157	36	1	36	1	G	2719231	                Lacrimispora
0.0057	13	13	13	13	S	29375	                  Lacrimispora xylanolytica
0.0052	12	0	12	0	S	29370	                  Lacrimispora sphenoides
0.0052	12	12	12	12	S1	1297793	                    Lacrimispora sphenoides JCM 1415
0.0044	10	10	10	10	S	84030	                  Lacrimispora saccharolytica
0.0092	21	0	21	0	G	2944152	                Wujia
0.0092	21	21	21	21	S	2763670	                  Wujia chipingensis
0.0044	10	0	10	0	G	189330	                Dorea
0.0044	10	10	10	10	S	88431	                  Dorea longicatena
0.0044	10	0	10	0	G	33042	                Coprococcus
0.0044	10	10	10	10	S	410072	                  Coprococcus comes
0.0026	6	0	6	0	G	2944195	                Qiania
0.0026	6	6	6	6	S	2763669	                  Qiania dongpingensis
0.0017	4	0	4	0	G	248744	                Marvinbryantia
0.0017	4	0	4	0	S	168384	                  Marvinbryantia formatexigens
0.0017	4	4	4	4	S1	478749	                    Marvinbryantia formatexigens DSM 14469
0.0013	3	0	3	0	G	2316020	                Mediterraneibacter
0.0009	2	0	2	0	S	46228	                  [Ruminococcus] lactaris
0.0009	2	2	2	2	S1	471875	                    [Ruminococcus] lactaris ATCC 29176
0.0004	1	1	1	1	S	33038	                  Mediterraneibacter gnavus
0.0013	3	0	3	0	G	2719313	                Enterocloster
0.0009	2	2	2	2	S	1531	                  Enterocloster clostridioformis
0.0004	1	1	1	1	S	208479	                  Enterocloster bolteae
0.0009	2	0	2	0	G	2569097	                Anaerobutyricum
0.0009	2	2	2	2	S	39488	                  Anaerobutyricum hallii
0.0009	2	0	2	0	G	3076670	                Claveliimonas
0.0009	2	2	2	2	S	3028070	                  Claveliimonas bilis
0.0004	1	0	1	0	G	1766253	                Agathobacter
0.0004	1	1	1	1	S	39491	                  Agathobacter rectalis
0.0004	1	0	1	0	G	841	                Roseburia
0.0004	1	0	1	0	G1	2637578	                  unclassified Roseburia
0.0004	1	1	1	1	S	1261634	                    Roseburia sp. 499
0.0004	1	0	1	0	F	2603322	              Vallitaleaceae
0.0004	1	0	1	0	G	2603323	                Petrocella
0.0004	1	1	1	1	S	2173034	                  Petrocella atlantisensis
0.1302	298	0	298	0	O	3082720	            Peptostreptococcales
0.1297	297	0	297	0	F	186804	              Peptostreptococcaceae
0.1288	295	0	295	0	G	1505657	                Intestinibacter
0.1288	295	295	295	295	S	261299	                  Intestinibacter bartlettii
0.0009	2	0	2	0	G	1870884	                Clostridioides
0.0009	2	2	2	2	S	1496	                  Clostridioides difficile
0.0004	1	0	1	0	F	3030910	              Anaerovoracaceae
0.0004	1	0	1	0	G	2060094	                Aminipila
0.0004	1	1	1	1	S	433296	                  Aminipila butyrica
0.1179	270	0	270	0	C	909932	          Negativicutes
0.0869	199	0	199	0	O	909929	            Selenomonadales
0.0869	199	0	199	0	F	1843491	              Selenomonadaceae
0.0869	199	0	199	0	G	970	                Selenomonas
0.0817	187	0	187	0	S	971	                  Selenomonas ruminantium
0.0817	187	0	187	0	S1	114197	                    Selenomonas ruminantium subsp. lactilytica
0.0817	187	187	187	187	S2	927704	                      Selenomonas ruminantium subsp. lactilytica TAM6421
0.0052	12	12	12	12	S	2754044	                  Selenomonas timonae
0.0271	62	0	62	0	O	1843489	            Veillonellales
0.0271	62	0	62	0	F	31977	              Veillonellaceae
0.0153	35	1	35	1	G	39948	                Dialister
0.0149	34	34	34	34	S	2161821	                  Dialister massiliensis
0.0114	26	0	26	0	G	29465	                Veillonella
0.0035	8	0	8	0	G1	2630086	                  unclassified Veillonella
0.0035	8	8	8	8	S	2682455	                    Veillonella sp. S12025-13
0.0031	7	7	7	7	S	2682456	                  Veillonella nakazawae
0.0026	6	6	6	6	S	423477	                  Veillonella rogosae
0.0017	4	4	4	4	S	39778	                  Veillonella dispar
0.0004	1	1	1	1	S	39777	                  Veillonella atypica
0.0004	1	0	1	0	G	906	                Megasphaera
0.0004	1	1	1	1	S	1675036	                  Megasphaera hexanoica
0.0039	9	0	9	0	O	1843488	            Acidaminococcales
0.0039	9	0	9	0	F	909930	              Acidaminococcaceae
0.0039	9	0	9	0	G	33024	                Phascolarctobacterium
0.0039	9	9	9	9	S	33025	                  Phascolarctobacterium faecium
0.0109	25	0	25	0	C	1737404	          Tissierellia
0.0109	25	0	25	0	O	1737405	            Tissierellales
0.0109	25	0	25	0	F	1737406	              Tissierellaceae
0.0109	25	0	25	0	G	2692382	                Gudongella
0.0109	25	25	25	25	S	1582259	                  Gudongella oleilytica
0.0035	8	0	8	0	C	526524	          Erysipelotrichia
0.0035	8	1	8	1	O	526525	            Erysipelotrichales
0.0022	5	0	5	0	F	2810280	              Coprobacillaceae
0.0017	4	0	4	0	G	3025755	                Thomasclavelia
0.0017	4	4	4	4	S	1547	                  Thomasclavelia ramosa
0.0004	1	0	1	0	G	2678885	                Faecalibacillus
0.0004	1	1	1	1	S	1982626	                  Faecalibacillus intestinalis
0.0004	1	0	1	0	F	2810281	              Turicibacteraceae
0.0004	1	0	1	0	G	191303	                Turicibacter
0.0004	1	0	1	0	G1	2638206	                  unclassified Turicibacter
0.0004	1	1	1	1	S	2806443	                    Turicibacter sp. TJ11
0.0004	1	0	1	0	F	128827	              Erysipelotrichaceae
0.0004	1	0	1	0	G	2749267	                Amedibacterium
0.0004	1	1	1	1	S	2583452	                  Amedibacterium intestinale
0.3407	780	0	780	0	P	1297	        Deinococcota
0.3407	780	0	780	0	C	188787	          Deinococci
0.2564	587	0	587	0	O	118964	            Deinococcales
0.2564	587	0	587	0	F	183710	              Deinococcaceae
0.2564	587	0	587	0	G	1298	                Deinococcus
0.2293	525	0	525	0	S	502394	                  Deinococcus gobiensis
0.2293	525	525	525	525	S1	745776	                    Deinococcus gobiensis I-0
0.0266	61	61	61	61	S	317577	                  Deinococcus ficus
0.0004	1	1	1	1	S	1889240	                  Deinococcus rubellus
0.0843	193	0	193	0	O	2762275	            Trueperales
0.0843	193	0	193	0	F	332247	              Trueperaceae
0.0843	193	0	193	0	G	332248	                Truepera
0.0843	193	139	193	139	S	332249	                  Truepera radiovictrix
0.0236	54	54	54	54	S1	649638	                    Truepera radiovictrix DSM 17093
0.2647	606	0	606	0	P	200795	        Chloroflexota
0.2581	591	0	591	0	C	292625	          Anaerolineae
0.2581	591	0	591	0	O	292629	            Anaerolineales
0.2581	591	0	591	0	F	292628	              Anaerolineaceae
0.2581	591	0	591	0	G	2019482	                Brevefilum
0.2581	591	591	591	591	S	1986204	                  Brevefilum fermentans
0.0066	15	0	15	0	C	301297	          Dehalococcoidia
0.0066	15	0	15	0	O	1202465	            Dehalococcoidales
0.0066	15	0	15	0	F	1202464	              Dehalococcoidaceae
0.0066	15	0	15	0	G	61434	                Dehalococcoides
0.0066	15	15	15	15	S	61435	                  Dehalococcoides mccartyi
0.0087	20	0	20	0	D2	1798711	        Cyanobacteriota/Melainabacteria group
0.0087	20	0	20	0	P	1117	          Cyanobacteriota
0.0087	20	0	20	0	C	3028117	            Cyanophyceae
0.0070	16	0	16	0	C1	1301283	              Oscillatoriophycideae
0.0070	16	0	16	0	O	1118	                Chroococcales
0.0070	16	0	16	0	F	1890449	                  Microcystaceae
0.0070	16	0	16	0	G	1125	                    Microcystis
0.0061	14	0	14	0	G1	2643300	                      unclassified Microcystis
0.0061	14	14	14	14	S	1967666	                        Microcystis sp. MC19
0.0009	2	0	2	0	S	1126	                      Microcystis aeruginosa
0.0004	1	1	1	1	S1	2945101	                        Microcystis aeruginosa str. Chao 1910
0.0004	1	1	1	1	S1	1641812	                        Microcystis aeruginosa NIES-2549
0.0013	3	0	3	0	O	1890424	              Synechococcales
0.0013	3	0	3	0	F	1890426	                Synechococcaceae
0.0013	3	0	3	0	G	1129	                  Synechococcus
0.0013	3	3	3	3	S	32046	                    Synechococcus elongatus
0.0004	1	0	1	0	O	1161	              Nostocales
0.0004	1	0	1	0	F	1162	                Nostocaceae
0.0004	1	0	1	0	G	1177	                  Nostoc
0.0004	1	0	1	0	G1	2593658	                    unclassified Nostoc
0.0004	1	1	1	1	S	103690	                      Nostoc sp. PCC 7120 = FACHB-418
5.7126	13079	0	13079	0	D1	1783270	      FCB group
5.6567	12951	1	12951	1	D2	68336	        Bacteroidota/Chlorobiota group
4.6643	10679	7	10679	7	P	976	          Bacteroidota
3.1893	7302	0	7302	0	C	117743	            Flavobacteriia
3.1893	7302	11	7302	11	O	200644	              Flavobacteriales
2.2782	5216	19	5216	19	F	2762318	                Weeksellaceae
1.5374	3520	1	3520	1	F1	2782232	                  Chryseobacterium group
1.2470	2855	25	2855	25	G	59732	                    Chryseobacterium
0.5337	1222	1222	1222	1222	S	2929799	                      Chryseobacterium oryzae
0.2992	685	685	685	685	S	1493872	                      Chryseobacterium shandongense
0.1476	338	338	338	338	S	2754694	                      Chryseobacterium manosquense
0.1088	249	249	249	249	S	2929800	                      Chryseobacterium suipulveris
0.0402	92	9	92	9	G1	2593645	                      unclassified Chryseobacterium
0.0066	15	15	15	15	S	2997336	                        Chryseobacterium sp. CY350
0.0052	12	12	12	12	S	2838877	                        Chryseobacterium sp. ZHDP1
0.0031	7	7	7	7	S	2778077	                        Chryseobacterium sp. FDAARGOS 1104
0.0031	7	7	7	7	S	2966625	                        Chryseobacterium sp. MA9
0.0031	7	7	7	7	S	2920939	                        Chryseobacterium sp. Y16C
0.0026	6	6	6	6	S	2039166	                        Chryseobacterium sp. 6424
0.0022	5	5	5	5	S	2478663	                        Chryseobacterium sp. 3008163
0.0017	4	4	4	4	S	2745153	                        Chryseobacterium sp. MYb264
0.0017	4	4	4	4	S	2015076	                        Chryseobacterium sp. T16E-39
0.0013	3	3	3	3	S	2487065	                        Chryseobacterium sp. G0201
0.0013	3	3	3	3	S	1871047	                        Chryseobacterium sp.
0.0013	3	3	3	3	S	2893882	                        Chryseobacterium sp. C-71
0.0009	2	2	2	2	S	878220	                        Chryseobacterium sp. StRB126
0.0009	2	2	2	2	S	3093923	                        Chryseobacterium sp. JJR-5R
0.0004	1	1	1	1	S	3042315	                        Chryseobacterium sp. wdc7
0.0004	1	1	1	1	S	2487064	                        Chryseobacterium sp. G0186
0.0004	1	1	1	1	S	2864040	                        Chryseobacterium sp. LJ668
0.0162	37	37	37	37	S	246	                      Chryseobacterium balustinum
0.0140	32	32	32	32	S	2497456	                      Chryseobacterium aureum
0.0135	31	31	31	31	S	254	                      Chryseobacterium indoltheticum
0.0122	28	28	28	28	S	1265445	                      Chryseobacterium camelliae
0.0105	24	24	24	24	S	2547600	                      Chryseobacterium salivictor
0.0100	23	23	23	23	S	373672	                      Chryseobacterium gambrini
0.0070	16	16	16	16	S	1124835	                      Chryseobacterium carnipullorum
0.0057	13	13	13	13	S	253	                      Chryseobacterium indologenes
0.0035	8	8	8	8	S	1609531	                      Chryseobacterium rhizoplanae
0.0031	7	7	7	7	S	651561	                      Chryseobacterium arthrosphaerae
0.0031	7	7	7	7	S	421058	                      Chryseobacterium oranimense
0.0026	6	6	6	6	S	59733	                      Chryseobacterium scophthalmum
0.0022	5	5	5	5	S	2983606	                      Chryseobacterium fluminis
0.0009	2	2	2	2	S	536441	                      Chryseobacterium taklimakanense
0.0009	2	2	2	2	S	1141221	                      Chryseobacterium taihuense
0.0004	1	1	1	1	S	2956784	                      Chryseobacterium paludis
0.0004	1	1	1	1	S	192389	                      Chryseobacterium daecheongense
0.0004	1	1	1	1	S	1324352	                      Chryseobacterium gallinarum
0.2896	663	0	663	0	G	2782231	                    Kaistella
0.2594	594	594	594	594	S	2487074	                      Kaistella daneshvariae
0.0266	61	61	61	61	S	2852098	                      Kaistella faecalis
0.0022	5	0	5	0	G1	2762626	                      unclassified Kaistella
0.0022	5	5	5	5	S	2908645	                        Kaistella sp. 97-N-M2
0.0013	3	3	3	3	S	266749	                      Kaistella jeonii
0.0004	1	0	1	0	G	2782229	                    Epilithonimonas
0.0004	1	1	1	1	S	1416779	                      Epilithonimonas zeae
0.7124	1631	0	1631	0	G	501783	                  Cloacibacterium
0.7124	1631	1631	1631	1631	S	2004710	                    Cloacibacterium caeni
0.0131	30	1	30	1	G	308865	                  Elizabethkingia
0.0092	21	21	21	21	S	1756149	                    Elizabethkingia bruuniana
0.0013	3	0	3	0	G1	2685307	                    unclassified Elizabethkingia
0.0013	3	3	3	3	S	2796140	                      Elizabethkingia sp. M8
0.0013	3	3	3	3	S	172045	                    Elizabethkingia miricola
0.0009	2	2	2	2	S	1117645	                    Elizabethkingia anophelis
0.0070	16	0	16	0	G	3088764	                  Marnyiella
0.0070	16	16	16	16	S	2758037	                    Marnyiella aurantia
0.9063	2075	1	2075	1	F	49546	                Flavobacteriaceae
0.8993	2059	0	2059	0	G	237	                  Flavobacterium
0.3918	897	0	897	0	S	312277	                    Flavobacterium indicum
0.3918	897	897	897	897	S1	1094466	                      Flavobacterium indicum GPTSA100-9 = DSM 17447
0.1511	346	346	346	346	S	1492737	                    Flavobacterium gilvum
0.1450	332	332	332	332	S	1751056	                    Flavobacterium ammonificans
0.0847	194	194	194	194	S	2895947	                    Flavobacterium cyclinae
0.0673	154	154	154	154	S	1306519	                    Flavobacterium commune
0.0223	51	51	51	51	S	2897181	                    Flavobacterium channae
0.0201	46	46	46	46	S	2906076	                    Flavobacterium covae
0.0153	35	35	35	35	S	1355330	                    Flavobacterium faecale
0.0009	2	2	2	2	S	2162713	                    Flavobacterium magnum
0.0004	1	1	1	1	S	683124	                    Flavobacterium haoranii
0.0004	1	1	1	1	S	1310418	                    Flavobacterium gyeonganense
0.0017	4	0	4	0	G	153265	                  Aequorivita
0.0017	4	0	4	0	G1	2615031	                    unclassified Aequorivita
0.0017	4	4	4	4	S	3040348	                      Aequorivita sp. Ant34-E75
0.0017	4	0	4	0	G	286104	                  Winogradskyella
0.0017	4	4	4	4	S	1382466	                    Winogradskyella sediminis
0.0013	3	1	3	1	G	363408	                  Nonlabens
0.0004	1	0	1	0	G1	2615035	                    unclassified Nonlabens
0.0004	1	1	1	1	S	2058134	                      Nonlabens sp. MB-3u-79
0.0004	1	1	1	1	S	323273	                    Nonlabens tegetincola
0.0009	2	0	2	0	G	1386924	                  Aestuariibaculum
0.0009	2	2	2	2	S	2920935	                    Aestuariibaculum lutulentum
0.0004	1	0	1	0	G	112040	                  Zobellia
0.0004	1	1	1	1	S	63186	                    Zobellia galactanivorans
0.0004	1	0	1	0	G	444459	                  Flagellimonas
0.0004	1	1	1	1	S	2698672	                    Flagellimonas oceani
0.6346	1453	0	1453	0	C	200643	            Bacteroidia
0.6211	1422	4	1422	4	O	171549	              Bacteroidales
0.2546	583	0	583	0	F	815	                Bacteroidaceae
0.2214	507	1	507	1	G	816	                  Bacteroides
0.1481	339	339	339	339	S	2650157	                    Bacteroides zhangwenhongii
0.0223	51	51	51	51	S	329854	                    Bacteroides intestinalis
0.0218	50	50	50	50	S	246787	                    Bacteroides cellulosilyticus
0.0100	23	0	23	0	G1	139043	                    environmental samples
0.0100	23	23	23	23	S	162156	                      uncultured Bacteroides sp.
0.0087	20	0	20	0	G1	2646097	                    unclassified Bacteroides
0.0035	8	8	8	8	S	3117552	                      Bacteroides sp. MSB163
0.0035	8	8	8	8	S	556259	                      Bacteroides sp. D2
0.0017	4	4	4	4	S	2763022	                      Bacteroides sp. M10
0.0074	17	17	17	17	S	338188	                    Bacteroides finegoldii
0.0017	4	4	4	4	S	28111	                    Bacteroides eggerthii
0.0004	1	1	1	1	S	46506	                    Bacteroides stercoris
0.0004	1	1	1	1	S	2715212	                    Bacteroides faecium
0.0332	76	2	76	2	G	909656	                  Phocaeicola
0.0319	73	0	73	0	S	376805	                    Phocaeicola salanitronis
0.0319	73	73	73	73	S1	667015	                      Phocaeicola salanitronis DSM 18170
0.0004	1	1	1	1	S	357276	                    Phocaeicola dorei
0.2162	495	0	495	0	F	171550	                Rikenellaceae
0.2162	495	0	495	0	G	239759	                  Alistipes
0.2158	494	494	494	494	S	2585118	                    Alistipes communis
0.0004	1	1	1	1	S	2585119	                    Alistipes dispar
0.0913	209	0	209	0	F	2005519	                Barnesiellaceae
0.0655	150	0	150	0	G	397864	                  Barnesiella
0.0651	149	0	149	0	S	397865	                    Barnesiella viscericola
0.0651	149	149	149	149	S1	880074	                      Barnesiella viscericola DSM 18177
0.0004	1	0	1	0	G1	2645177	                    unclassified Barnesiella
0.0004	1	1	1	1	S	1965590	                      Barnesiella sp. An22
0.0258	59	0	59	0	G	1348911	                  Coprobacter
0.0249	57	57	57	57	S	1099853	                    Coprobacter fastidiosus
0.0009	2	0	2	0	S	1501392	                    Coprobacter secundus
0.0009	2	2	2	2	S1	2751153	                      Coprobacter secundus subsp. similis
0.0371	85	0	85	0	F	1853231	                Odoribacteraceae
0.0371	85	0	85	0	G	574697	                  Butyricimonas
0.0371	85	85	85	85	S	2093856	                    Butyricimonas faecalis
0.0140	32	0	32	0	F	171552	                Prevotellaceae
0.0140	32	0	32	0	G	838	                  Prevotella
0.0140	32	32	32	32	S	470565	                    Prevotella histicola
0.0057	13	0	13	0	F	2005525	                Tannerellaceae
0.0057	13	1	13	1	G	375288	                  Parabacteroides
0.0035	8	8	8	8	S	387661	                    Parabacteroides johnsonii
0.0004	1	0	1	0	G1	2649774	                    unclassified Parabacteroides
0.0004	1	1	1	1	S	2951805	                      Parabacteroides sp. AD58
