Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Rhabdothermus arcticus	1	874266	874266	1	0.000435	0.000435	cellular organisms;Deinococcota;Deinococci;Thermales;Thermaceae;Rhabdothermus
Rheinheimera mangrovi	1	2498451	2498451	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera
Rhizobium acidisoli	1	1538158	1538158	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium bangladeshense	1	1138189	1138189	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium binae	1	1138190	1138190	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium hidalgonense	1	1538159	1538159	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium oryzihabitans	1	2267833	2267833	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium phaseoli	1	396	396	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium rosettiformans	1	1368430	1368430	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizorhabdus dicambivorans	1	1850238	1850238	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Rhizorhabdaceae;Rhizorhabdus
Rhizorhabdus phycosphaerae	1	2711156	2711156	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Rhizorhabdaceae;Rhizorhabdus
Rhodococcus aetherivorans	1	191292	191292	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus
Rhodococcus coprophilus	1	38310	38310	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus
Rhodophyticola porphyridii	1	1852017	1852017	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rhodophyticola
Rhodophyticola sp.	1	2916397	2916397	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rhodophyticola
Rhodopirellula baltica	1	265606	265606	1	0.000435	0.000435	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula
Rhodopseudomonas boonkerdii	1	475937	475937	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas
Rhodopseudomonas pseudopalustris	1	1513892	1513892	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas
Rhodothermus marinus	1	29549	29549	1	0.000435	0.000435	cellular organisms;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus
Rickettsia australis	1	787	787	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia
Rickettsia bellii	1	33990	33990	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia
Rodentibacter abscessus	1	3381777	3381777	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter
Rodentibacter haemolyticus	1	2778911	2778911	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter
Roseateles chitinivorans	1	2917965	2917965	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles
Roseateles sp.	1	3400226	3400226	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles
Roseburia intestinalis	1	166486	166486	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
Roseibium aggregatum	1	187304	187304	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Roseibium
Roseibium album	1	311410	311410	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Roseibium
Roseicitreum antarcticum	1	564137	564137	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseicitreum
Roseinatronobacter sp.	1	3035471	3035471	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseinatronobacter
Roseivirga pacifica	1	1267423	1267423	1	0.000435	0.000435	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
Roseivirga sp.	1	1964215	1964215	1	0.000435	0.000435	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
Roseivivax marinus	1	1379903	1379903	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseivivax
Roseobacter fucihabitans	1	1537242	1537242	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseobacter
Roseobacter litoralis	1	42443	42443	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseobacter
Roseomonas cutis	1	2897332	2897332	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas
Roseomonas fluvialis	1	1750527	1750527	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas
Roseomonas haemaphysalidis	1	2768162	2768162	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas
Rouxiella sp.	1	3234145	3234145	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rouxiella
Ruania halotolerans	1	2897773	2897773	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae;Ruania
Ruania zhangjianzhongii	1	2603206	2603206	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae;Ruania
Rubellicoccus peritrichatus	1	3080537	3080537	1	0.000435	0.000435	cellular organisms;Verrucomicrobiota;Opitutia;Puniceicoccales;Cerasicoccaceae;Rubellicoccus
Rubrivirga aquatilis	1	3391575	3391575	1	0.000435	0.000435	cellular organisms;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga
Ruegeria lacuscaerulensis	1	55218	55218	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria
Ruegeria sp.	1	2867020	2867020	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria
Rufibacter radiotolerans	1	1379910	1379910	1	0.000435	0.000435	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
Ruicaihuangia caeni	1	3042517	3042517	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Ruicaihuangia
Ruminiclostridium cellulolyticum	1	1521	1521	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium
Ruminococcus gauvreauii	1	438033	438033	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus
Ruminococcus sp.	1	3233380	3233380	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus
Runella sp.	1	1960881	1960881	1	0.000435	0.000435	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Runella
Saccharolobus islandicus	1	43080	43080	1	0.000435	0.000435	cellular organisms;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus
Saccharolobus sp.	1	2663019	2663019	1	0.000435	0.000435	cellular organisms;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus
Saccharomyces cerevisiae	1	4932	4932	1	0.000435	0.000435	cellular organisms;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
Saccharopolyspora erythraea	1	1836	1836	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
Saccharothrix mutabilis	1	33921	33921	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
Saccharothrix sp.	1	3691931	3691931	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
Sagittula sp.	1	3048007	3048007	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sagittula
Salegentibacter agarivorans	1	345907	345907	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salegentibacter
Salicibibacter cibi	1	2743001	2743001	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Salicibibacter
Salicibibacter kimchii	1	2099786	2099786	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Salicibibacter
Salimicrobium jeotgali	1	1230341	1230341	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Salimicrobium
Salinibacter ruber	1	146919	146919	1	0.000435	0.000435	cellular organisms;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter
Salinibacterium sp.	1	3138237	3138237	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium
Salinicola endophyticus	1	1949083	1949083	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola
Salinicola tamaricis	1	1771309	1771309	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola
Salinigranum marinum	1	1515595	1515595	1	0.000435	0.000435	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Salinigranum
Salinimicrobium tongyeongense	1	2809707	2809707	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium
Salinirarus marinus	1	3068310	3068310	1	0.000435	0.000435	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Salinirarus
Salinirubellus salinus	1	1364945	1364945	1	0.000435	0.000435	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Salinirubellus
Salinisphaera hydrothermalis	1	563188	563188	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera
Salisediminibacterium beveridgei	1	632773	632773	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Salisediminibacterium
Sanguibacter sp.	1	3466783	3466783	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Sanguibacteraceae;Sanguibacter
Sanyastnella coralliicola	1	3069118	3069118	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Sanyastnellaceae;Sanyastnella
Schaalia meyeri	1	52773	52773	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia
Scrofimicrobium appendicitidis	1	3079930	3079930	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Scrofimicrobium
Sedimentisphaera salicampi	1	1941349	1941349	1	0.000435	0.000435	cellular organisms;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera
Sediminicola sp.	1	1453352	1453352	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sediminicola
Segatella copri	1	165179	165179	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella
Selenomonas oralis	1	3713897	3713897	1	0.000435	0.000435	cellular organisms;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
Sellimonas caecigallum	1	2592333	2592333	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas
Sellimonas intestinalis	1	1653434	1653434	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas
Serratia proteamaculans	1	28151	28151	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Shewanella aegiceratis	1	2864203	2864203	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella algae	1	38313	38313	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella chilikensis	1	558541	558541	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella dokdonensis	1	712036	712036	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella goraebulensis	1	3050637	3050637	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella mesophila	1	2864208	2864208	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shewanella psychrophila	1	225848	225848	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Shigella dysenteriae	1	622	622	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella
Sideroxydans sp.	1	2600596	2600596	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans
Simiduia agarivorans	1	447471	447471	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia
Simplicispira suum	1	2109915	2109915	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira
Sinanaerobacter sp.	1	3111540	3111540	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Sinanaerobacter
Singulisphaera photorubra	1	3120278	3120278	1	0.000435	0.000435	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera
Sinorhizobium alkalisoli	1	1752398	1752398	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Sinorhizobium americanum	1	194963	194963	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Sinorhizobium chiapasense	1	501572	501572	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Slackia exigua	1	84109	84109	1	0.000435	0.000435	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia
Sneathiella glossodoripedis	1	418853	418853	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella
Sneathiella sp.	1	3466921	3466921	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella
Sodalis praecaptivus	1	1239307	1239307	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis
Solidesulfovibrio magneticus	1	184917	184917	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio
Solobacterium moorei	1	102148	102148	1	0.000435	0.000435	cellular organisms;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium
Spartinivicinus ruber	1	2683272	2683272	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Zooshikellaceae;Spartinivicinus
Sphaerimonospora sp.	1	3240029	3240029	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Sphaerimonospora
Sphaerotilus natans	1	34103	34103	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Sphaerotilus
Sphaerotilus sulfidivorans	1	639200	639200	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Sphaerotilus
Sphingobacterium bambusae	1	662858	662858	1	0.000435	0.000435	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Sphingobacterium multivorum	1	28454	28454	1	0.000435	0.000435	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Sphingobium cloacae	1	120107	120107	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium
Sphingobium wenxiniae	1	595605	595605	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium
Sphingobium xenophagum	1	121428	121428	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium
Sphingomonas abietis	1	3012344	3012344	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas carotinifaciens	1	1166323	1166323	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas citri	1	2862499	2862499	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas ginsengisoli	1	363835	363835	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas hengshuiensis	1	1609977	1609977	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas paeninsulae	1	2319844	2319844	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas paucimobilis	1	13689	13689	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas rhizophila	1	2071607	2071607	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas sanguinis	1	33051	33051	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas sanxanigenens	1	397260	397260	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingopyxis chilensis	1	180400	180400	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis
Sphingopyxis kveilinensis	1	3114367	3114367	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis
Sphingorhabdus sp.	1	1922222	1922222	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingorhabdaceae;Sphingorhabdus
