Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Pantoea alhagi	1	1891675	1891675	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
Pantoea phytostimulans	1	2769024	2769024	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
Parabacteroides distasonis	1	823	823	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Parabacteroides faecis	1	1217282	1217282	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Parabacteroides merdae	1	46503	46503	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Paraburkholderia aromaticivorans	1	2026199	2026199	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia bryophila	1	420952	420952	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia caffeinilytica	1	1761016	1761016	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia fungorum	1	134537	134537	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia kururiensis	1	984307	984307	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia megapolitana	1	420953	420953	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia monticola	1	1399968	1399968	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia phytofirmans	1	261302	261302	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia strydomiana	1	1245417	1245417	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paracoccus homiensis	1	364199	364199	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus yeei	1	147645	147645	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paraflavitalea soli	1	2315862	2315862	1	0.000435	0.000435	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Paraflavitalea
Parageobacillus caldoxylosilyticus	1	81408	81408	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Anoxybacillaceae;Parageobacillus
Parageobacillus thermoglucosidasius	1	1426	1426	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Anoxybacillaceae;Parageobacillus
Paramixta manurensis	1	2740817	2740817	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Paramixta
Paraneptunicella aestuarii	1	2831148	2831148	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraneptunicella
Pararoseomonas sp.	1	3114537	3114537	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Pararoseomonas
Parasedimentitalea psychrophila	1	2997337	2997337	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Parasedimentitalea
Parasphingorhabdus halotolerans	1	2725558	2725558	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingorhabdaceae;Parasphingorhabdus
Parasphingorhabdus sp.	1	3465831	3465831	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingorhabdaceae;Parasphingorhabdus
Parathermosynechococcus lividus	1	33070	33070	1	0.000435	0.000435	cellular organisms;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae;Parathermosynechococcus
Parazoarcus communis	1	41977	41977	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Parazoarcus
Pasteurella multocida	1	747	747	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella
Pectobacterium aroidearum	1	1201031	1201031	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Pectobacterium peruviense	1	2066479	2066479	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Pectobacterium polonicum	1	2485124	2485124	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Pedobacter foliorum	1	2739058	2739058	1	0.000435	0.000435	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
Pedobacter heparinus	1	984	984	1	0.000435	0.000435	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
Pelagerythrobacter marensis	1	543877	543877	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter
Pelagerythrobacter marinus	1	538382	538382	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter
Pelagibacterium halotolerans	1	531813	531813	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium
Pelagibius sp.	1	1931238	1931238	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Pelagibius
Pelobacter propionicus	1	29543	29543	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Pelobacter
Pelodictyon phaeoclathratiforme	1	34090	34090	1	0.000435	0.000435	cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Pelodictyon
Pelosinus sp.	1	484770	484770	1	0.000435	0.000435	cellular organisms;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Pelosinus
Pendulispora brunnea	1	2905690	2905690	1	0.000435	0.000435	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Pendulisporaceae;Pendulispora
Peptostreptococcus porci	1	2652282	2652282	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus
Peribacillus simplex	1	1478	1478	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Peribacillus
Peribacillus sp.	1	3400420	3400420	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Peribacillus
Petrocella atlantisensis	1	2173034	2173034	1	0.000435	0.000435	cellular organisms;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Petrocella
Phaeobacter gallaeciensis	1	60890	60890	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter
Phaeobacter italicus	1	481446	481446	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter
Phocaeicola coprophilus	1	387090	387090	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
Phocaeicola vulgatus	1	821	821	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
Photobacterium profundum	1	74109	74109	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
Photobacterium swingsii	1	680026	680026	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
Photorhabdus thracensis	1	230089	230089	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus
Phreatobacter stygius	1	1940610	1940610	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter
Phyllobacterium sp.	1	2718938	2718938	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium
Phytopseudomonas argentinensis	1	289370	289370	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Phytopseudomonas
Piscinibacter sp.	1	3037797	3037797	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Piscinibacter
Planctopirus limnophila	1	120	120	1	0.000435	0.000435	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus
Planctopirus sp.	1	3476043	3476043	1	0.000435	0.000435	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus
Planococcus plakortidis	1	1038856	1038856	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Caryophanaceae;Planococcus
Pleurocapsa sp.	1	118163	118163	1	0.000435	0.000435	cellular organisms;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Pleurocapsaceae;Pleurocapsa
Pokkaliibacter plantistimulans	1	1635171	1635171	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;Pokkaliibacter
Polaribacter cellanae	1	2818493	2818493	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter
Polaribacter sp.	1	2745561	2745561	1	0.000435	0.000435	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter
Polaromonas aquatica	1	332657	332657	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
Polaromonas vacuolata	1	37448	37448	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
Pollutimonas thiosulfatoxidans	1	2028345	2028345	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pollutimonas
Pontibacillus chungwhensis	1	265426	265426	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Pontibacillus
Pontibacter kalidii	1	2592049	2592049	1	0.000435	0.000435	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
Poriferisphaera corsica	1	2528020	2528020	1	0.000435	0.000435	cellular organisms;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera
Porphyrobacter sp.	1	1896196	1896196	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter
Prauserella marina	1	530584	530584	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Prauserella
Prescottella equi	1	43767	43767	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Prescottella
Prescottella sp.	1	3064529	3064529	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Prescottella
Prevotella communis	1	2913614	2913614	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Prevotella multiformis	1	282402	282402	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Prevotella scopos	1	589437	589437	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Priestia flexa	1	86664	86664	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Priestia
Priestia koreensis	1	284581	284581	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Priestia
Prochlorococcus sp.	1	3082521	3082521	1	0.000435	0.000435	cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae;Prochlorococcus
Prolixibacter sp.	1	3696771	3696771	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacter
Propionibacterium acidifaciens	1	556499	556499	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium
Propionibacterium australiense	1	119981	119981	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium
Propionimicrobium sp.	1	3052086	3052086	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionimicrobium
Prosthecochloris sp.	1	281093	281093	1	0.000435	0.000435	cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris
Proteiniphilum saccharofermentans	1	1642647	1642647	1	0.000435	0.000435	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum
Proteus terrae	1	1574161	1574161	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus
Providencia alcalifaciens	1	126385	126385	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
Providencia rettgeri	1	587	587	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
Providencia stuartii	1	588	588	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
Pseudalkalibacillus sp.	1	3382641	3382641	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Caryophanales;Fictibacillaceae;Pseudalkalibacillus
Pseudidiomarina marina	1	502366	502366	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina
Pseudoalteromonas atlantica	1	288	288	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Pseudoalteromonas rhizosphaerae	1	2518973	2518973	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Pseudoalteromonas rubra	1	43658	43658	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Pseudoalteromonas shioyasakiensis	1	1190813	1190813	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Pseudoalteromonas spongiae	1	298657	298657	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Pseudobacter ginsenosidimutans	1	661488	661488	1	0.000435	0.000435	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudobacter
Pseudocnuella soli	1	2502779	2502779	1	0.000435	0.000435	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudocnuella
Pseudocolwellia sp.	1	3466929	3466929	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Pseudocolwellia
Pseudodesulfovibrio aespoeensis	1	182210	182210	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Pseudodesulfovibrio cashew	1	2678688	2678688	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Pseudodesulfovibrio mercurii	1	641491	641491	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Pseudodesulfovibrio methanolicus	1	3126690	3126690	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Pseudodesulfovibrio thermohalotolerans	1	2880651	2880651	1	0.000435	0.000435	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Pseudoduganella albidiflava	1	321983	321983	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella
Pseudoduganella flava	1	871742	871742	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella
Pseudogemmatithrix spongiicola	1	3062599	3062599	1	0.000435	0.000435	cellular organisms;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Pseudogemmatithrix
Pseudogulbenkiania sp.	1	3157337	3157337	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Pseudogulbenkiania
Pseudolactococcus laudensis	1	1494461	1494461	1	0.000435	0.000435	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Pseudolactococcus
Pseudomonas abieticivorans	1	2931382	2931382	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas alkylphenolica	1	237609	237609	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas alloputida	1	2093743	2093743	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas anguilliseptica	1	53406	53406	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas anuradhapurensis	1	485870	485870	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas cichorii	1	36746	36746	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas coleopterorum	1	1605838	1605838	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas fragi	1	296	296	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas frederiksbergensis	1	104087	104087	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas glycinae	1	1785145	1785145	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas guariconensis	1	1288410	1288410	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas kielensis	1	2762577	2762577	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas lactis	1	1615674	1615674	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas leptonychotis	1	2448482	2448482	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas lundensis	1	86185	86185	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas lyxosi	1	3398358	3398358	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas marginalis	1	298	298	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas monsensis	1	2745509	2745509	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas mosselii	1	78327	78327	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas nunensis	1	2961896	2961896	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas palleroniana	1	191390	191390	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas parakoreensis	1	2892331	2892331	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas paraveronii	1	3040598	3040598	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas saudiphocaensis	1	1499686	1499686	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas savastanoi	1	29438	29438	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas solani	1	2731552	2731552	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas tritici	1	2745518	2745518	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas triticicola	1	2842345	2842345	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas trivialis	1	200450	200450	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas veronii	1	76761	76761	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudonocardia sp.	1	3240024	3240024	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
Pseudonocardia xinjiangensis	1	75289	75289	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
Pseudooceanicola spongiae	1	2613965	2613965	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pseudooceanicola
Pseudoroseicyclus sp.	1	3242492	3242492	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pseudoroseicyclus
Pseudoxanthomonas koreensis	1	266061	266061	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Pseudoxanthomonas yeongjuensis	1	377616	377616	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Psychrobacter sp.	1	1298610	1298610	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter
Psychrosphaera ytuae	1	2820710	2820710	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera
Puia sp.	1	3423952	3423952	1	0.000435	0.000435	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Puia
Pyramidobacter piscolens	1	638849	638849	1	0.000435	0.000435	cellular organisms;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter
Pyrobaculum neutrophilum	1	70771	70771	1	0.000435	0.000435	cellular organisms;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum
Pyrococcus abyssi	1	29292	29292	1	0.000435	0.000435	cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus
Qipengyuania profunda	1	3113984	3113984	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania
Radicibacter daui	1	3064829	3064829	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Alphaproteobacteria;Radicibacterales;Radicibacteraceae;Radicibacter
Ralstonia holmesii	1	3058602	3058602	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Ralstonia insidiosa	1	190721	190721	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Ralstonia pickettii	1	329	329	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Ramlibacter sp.	1	3711418	3711418	1	0.000435	0.000435	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter
Rania fehmarnensis	1	3720779	3720779	1	0.000435	0.000435	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rania
Raoultibacter timonensis	1	1907662	1907662	1	0.000435	0.000435	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Raoultibacter
Rathayibacter iranicus	1	59737	59737	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Rathayibacter
Readingvirus PSA1	1	3432143	3432143	1	0.000435	0.000435	Viruses;Uroviricota;Caudoviricetes;;;Readingvirus
Renibacterium salmoninarum	1	1646	1646	1	0.000435	0.000435	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Renibacterium
