Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Geochorda subterranea	1	3109564	3109564	1	0.000032	0.000032	cellular organisms;Bacillota;Limnochordia;Limnochordales;Geochordaceae;Geochorda
Georgenia wutianyii	1	2585135	2585135	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae;Georgenia
Georgenia yuyongxinii	1	2589797	2589797	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae;Georgenia
Geothermobacter ehrlichii	1	213224	213224	1	0.000032	0.000032	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geothermobacteraceae;Geothermobacter
Geothrix sp.	1	3068889	3068889	1	0.000032	0.000032	cellular organisms;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix
Gilvimarinus sp.	1	2956798	2956798	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Gilvimarinus
Glaciihabitans sp.	1	2596912	2596912	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans
Gloeobacter kilaueensis	1	1416614	1416614	1	0.000032	0.000032	cellular organisms;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Gloeobacteraceae;Gloeobacter
Glutamicibacter halophytocola	1	1933880	1933880	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter
Gordonia amicalis	1	89053	89053	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Gordonia rubripertincta	1	36822	36822	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Granulicella sp.	1	1617967	1617967	1	0.000032	0.000032	cellular organisms;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Granulicella
Gulosibacter sp.	1	3434457	3434457	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter
Haladaptatus salinisoli	1	2884876	2884876	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haladaptataceae;Haladaptatus
Halapricum salinum	1	1457250	1457250	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloarculaceae;Halapricum
Halarcobacter anaerophilus	1	877500	877500	1	0.000032	0.000032	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter
Halioxenophilus aromaticivorans	1	1306992	1306992	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Halioxenophilus
Haloarcula marina	1	2961574	2961574	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula
Haloarcula sp.	1	1592728	1592728	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula
Halobacterium rubrum	1	1341552	1341552	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
Halobacterium wangiae	1	2902623	2902623	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
Halobacterium zhouii	1	2902624	2902624	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
Halobaculum roseum	1	2175149	2175149	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halobaculum
Halobellus inordinatus	1	1126236	1126236	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halobellus
Halobellus marinus	1	3075123	3075123	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halobellus
Halocatena marina	1	2934937	2934937	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Halocatena
Haloferax larsenii	1	302484	302484	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax
Haloferax mediterranei	1	2252	2252	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax
Haloferax sp.	1	3377110	3377110	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax
Haloglomus halophilum	1	2962672	2962672	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Haloglomus
Haloglomus salinum	1	2962673	2962673	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Haloglomus
Halomarina halobia	1	3033386	3033386	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Halomarina
Halomicrobium urmianum	1	1586233	1586233	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium
Halomonas eurihalina	1	42566	42566	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Halopenitus persicus	1	1048396	1048396	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halopenitus
Halopenitus salinus	1	1198295	1198295	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halopenitus
Haloprofundus salinisoli	1	2876193	2876193	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Haloprofundus
Halopseudomonas phragmitis	1	1931241	1931241	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas
Halorubrum pallidum	1	1526114	1526114	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Halorubrum tibetense	1	175631	175631	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Halosimplex litoreum	1	1198301	1198301	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex
Halosolutus gelatinilyticus	1	2931975	2931975	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Halosolutus
Halostagnicola alkaliphila	1	691825	691825	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Halostagnicola
Halotalea alkalilenta	1	376489	376489	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halotalea
Halotia branconii	1	1620816	1620816	1	0.000032	0.000032	cellular organisms;Cyanobacteriota;Cyanophyceae;Nostocales;Nodulariaceae;Halotia
Helicobacter pylori	1	210	210	1	0.000032	0.000032	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
Herbaspirillum aquaticum	1	568783	568783	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
Herbaspirillum seropedicae	1	964	964	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
Herbiconiux sp.	1	2905871	2905871	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux
Hoeflea sp.	1	1620421	1620421	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea
Holdemania massiliensis	1	1468449	1468449	1	0.000032	0.000032	cellular organisms;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania
Hominenteromicrobium mulieris	1	2885357	2885357	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Hominenteromicrobium
Humibacter ginsenosidimutans	1	2599293	2599293	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter
Hymenobacter busanensis	1	2607656	2607656	1	0.000032	0.000032	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hymenobacter canadensis	1	2999067	2999067	1	0.000032	0.000032	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hymenobacter volaticus	1	2932254	2932254	1	0.000032	0.000032	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hymenobacter yonginensis	1	748197	748197	1	0.000032	0.000032	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hypericibacter adhaerens	1	2602016	2602016	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter
Hyphomonas sp.	1	2016196	2016196	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas
Iamia majanohamensis	1	467976	467976	1	0.000032	0.000032	cellular organisms;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia
Iamia sp.	1	2722752	2722752	1	0.000032	0.000032	cellular organisms;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia
Ihubacter sp.	1	3242369	3242369	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Ihubacter
Imbroritus primus	1	3058603	3058603	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Imbroritus
Intrasporangium calvum	1	53358	53358	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Intrasporangium
Isoptericola sp.	1	3024246	3024246	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Isoptericola
Jannaschia sp.	1	290400	290400	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Jannaschia
Janthinobacterium svalbardensis	1	368607	368607	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium
Jeongeupia sp.	1	1009682	1009682	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Jeongeupia
Jeongeupia wiesaeckerbachi	1	3051218	3051218	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Jeongeupia
Jiella pelagia	1	2986949	2986949	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Jiella
Klebsiella aerogenes	1	548	548	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Klebsiella grimontii	1	2058152	2058152	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Kluyveromyces marxianus	1	4911	4911	1	0.000032	0.000032	cellular organisms;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
Knoellia locipacati	1	882824	882824	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia
Knoellia sp.	1	3126698	3126698	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia
Kocuria palustris	1	71999	71999	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria
Kocuria rosea	1	1275	1275	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria
Kocuria sp.	1	2711328	2711328	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria
Kordiimonas sp.	1	1970157	1970157	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas
Kozakia baliensis	1	153496	153496	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Kozakia
Krasilnikovia sp.	1	3373541	3373541	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Krasilnikovia
Kroppenstedtia pulmonis	1	1380685	1380685	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Kroppenstedtia
Kushneria phosphatilytica	1	657387	657387	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria
Kutzneria sp.	1	2802641	2802641	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kutzneria
Kwoniella shandongensis	1	1734106	1734106	1	0.000032	0.000032	cellular organisms;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella
Labrys okinawensis	1	346911	346911	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Labrys
Labrys sp.	1	3377041	3377041	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Labrys
Lacticaseibacillus paracasei	1	1597	1597	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
Lactivibrio alcoholicus	1	760261	760261	1	0.000032	0.000032	cellular organisms;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Lactivibrio
Lactococcus lactis	1	1358	1358	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
Lactonifactor longoviformis	1	341220	341220	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Lactonifactor
Leishmania major	1	5664	5664	1	0.000032	0.000032	cellular organisms;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania
Lentzea soli	1	2126011	2126011	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Lentzea
Leucobacter allii	1	2932247	2932247	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter
Leucobacter luti	1	340320	340320	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter
Leucobacter sp.	1	3236805	3236805	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter
Levilactobacillus namurensis	1	380393	380393	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
Lichenicoccus sp.	1	2781899	2781899	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Lichenicoccus
Limibacterium fermenti	1	3229863	3229863	1	0.000032	0.000032	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Limibacterium
Limosilactobacillus frumenti	1	104955	104955	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
Lodderomyces beijingensis	1	1775926	1775926	1	0.000032	0.000032	cellular organisms;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Lodderomyces
Lomentospora prolificans	1	41688	41688	1	0.000032	0.000032	cellular organisms;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Lomentospora
Lysobacter capsici	1	435897	435897	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Lysobacter soli	1	453783	453783	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Magnetovirga frankeli	1	947516	947516	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Magnetovirga
Mannheimia haemolytica	1	75985	75985	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia
Maridesulfovibrio salexigens	1	880	880	1	0.000032	0.000032	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio
Marinibacterium sp.	1	3388424	3388424	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marinibacterium
Mariniblastus fucicola	1	980251	980251	1	0.000032	0.000032	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus
Mariniflexile sp.	1	3063957	3063957	1	0.000032	0.000032	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mariniflexile
Marinobacter sp.	1	2304594	2304594	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
Marinomonas rhizomae	1	491948	491948	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
Marivivens sp.	1	3051171	3051171	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marivivens
Massilia cellulosiltytica	1	2683234	2683234	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Massilia endophytica	1	2899220	2899220	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Megasphaera sueciensis	1	349094	349094	1	0.000032	0.000032	cellular organisms;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera
Mesobacillus jeotgali	1	129985	129985	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus
Mesorhizobium huakuii	1	28104	28104	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Mesorhizobium mediterraneum	1	43617	43617	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Metallumcola ferriviriculae	1	3039180	3039180	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Neomoorellales;Desulfitibacteraceae;Metallumcola
Metapseudomonas resinovorans	1	53412	53412	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Metapseudomonas
Methanobacterium lacus	1	877455	877455	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium
Methanococcoides methylutens	1	2226	2226	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides
Methanoculleus chikugoensis	1	118126	118126	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus
Methanolobus sp.	1	3125784	3125784	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus
Methanothermobacter tenebrarum	1	680118	680118	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter
Methylacidimicrobium sp.	1	2796139	2796139	1	0.000032	0.000032	cellular organisms;Verrucomicrobiota;;;;Methylacidimicrobium
Methylibium petroleiphilum	1	105560	105560	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Methylibium
Methylibium sp.	1	2067992	2067992	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Methylibium
Methylobacterium bullatum	1	570505	570505	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Methylobacterium organophilum	1	410	410	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Methylobacterium radiotolerans	1	31998	31998	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Methylobacterium symbioticum	1	2584084	2584084	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Methylocapsa sp.	1	3041435	3041435	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa
Methylocella silvestris	1	199596	199596	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella
Methylocella tundrae	1	227605	227605	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella
Methylomagnum ishizawai	1	1760988	1760988	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomagnum
Methylomarinovum caldicuralii	1	438856	438856	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylothermaceae;Methylomarinovum
Methylomicrobium lacus	1	136992	136992	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
Methylophaga pinxianii	1	2881052	2881052	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga
Methylotuvimicrobium sp.	1	3133976	3133976	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylotuvimicrobium
Methylovirgula sp.	1	2293567	2293567	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula
Microbacterium abyssi	1	2782166	2782166	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium arborescens	1	33883	33883	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium cremeum	1	2782169	2782169	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium endophyticum	1	1526412	1526412	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium esteraromaticum	1	57043	57043	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium gorillae	1	1231063	1231063	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium hominis	1	162426	162426	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium keratanolyticum	1	67574	67574	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium oxydans	1	82380	82380	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium phyllosphaerae	1	124798	124798	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium protaetiae	1	2509458	2509458	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium terrisoli	1	3242192	3242192	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium testaceum	1	2033	2033	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium trichothecenolyticum	1	69370	69370	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium wangchenii	1	2541726	2541726	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbispora hainanensis	1	568844	568844	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Microbispora
Microbispora sp.	1	3239953	3239953	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Microbispora
Microbulbifer thermotolerans	1	252514	252514	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer
Microcella humidisoli	1	2963406	2963406	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microcella
Micrococcus porci	1	2856555	2856555	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus
Micromonospora craniellae	1	2294034	2294034	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora halotolerans	1	709879	709879	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora palomenae	1	1461247	1461247	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora peucetia	1	47871	47871	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora profundi	1	1420889	1420889	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora robiginosa	1	2749844	2749844	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Micromonospora trifolii	1	2911208	2911208	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
